source_id,field,id,ra,dec,region,sky_group,sky_group_size,in_support,bands_complete,in_hviding25_A1,in_hviding25_B1,in_barro25,in_degraaff26,in_perger25,in_kocevski24,spectrum_eligible,test_evaluable_source,verdict_source,test_evaluable_row,verdict_row,label,label_strict,ambiguous,final_class,verdict_rule,ambiguity_reason,z_spec,z_spec_source,z_list,z_archive,archive_grade
121914,primer-uds-north,59632,34.45603129882287,-5.121934667368943,UDS,116625,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
122218,primer-uds-north,63007,34.45674714037988,-5.116962090524228,UDS,116916,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
122297,primer-uds-north,10838,34.45693561803178,-5.19143057618419,UDS,116989,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
122551,primer-uds-north,65246,34.4575073289133,-5.113731292281276,UDS,117233,2,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
122602,primer-uds-north,41924,34.457631435560145,-5.146881770097244,UDS,117283,2,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
122661,primer-uds-north,41996,34.4577447834359,-5.1468302855755095,UDS,117283,2,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
122689,primer-uds-north,27183,34.45781287948301,-5.16698030903203,UDS,117366,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
122692,primer-uds-north,60483,34.45781503695839,-5.120684504289564,UDS,117369,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
122706,primer-uds-south,31098,34.4578339538008,-5.268500845333158,UDS,117381,1,True,True,False,False,False,False,False,False,True,False,False,False,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
122787,primer-uds-south,40277,34.4580260941935,-5.253747705526419,UDS,117460,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
122790,primer-uds-north,32772,34.458031761149286,-5.159295064677637,UDS,117462,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
122849,primer-uds-north,12099,34.45825335545522,-5.189048597287677,UDS,117546,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
122928,primer-uds-south,63850,34.45836317959193,-5.213927777351877,UDS,117594,1,True,True,False,False,False,False,False,False,True,False,False,False,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
123145,primer-uds-south,37285,34.458830189082,-5.258187114952781,UDS,117799,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
123199,primer-uds-north,5744,34.458957123523206,-5.2015042207554,UDS,117848,1,True,True,False,False,False,False,False,False,True,True,False,False,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
123335,primer-uds-north,52085,34.45924709000974,-5.1323682294911315,UDS,117978,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
123429,primer-uds-north,12909,34.45948060141561,-5.187593996991761,UDS,118066,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
123470,primer-uds-north,34153,34.45957032867385,-5.1573137184464715,UDS,118107,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
123477,primer-uds-south,66981,34.45958775841046,-5.2075094779482,UDS,118114,1,True,True,False,False,False,False,False,False,True,True,False,False,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
123511,primer-uds-south,53873,34.459642421214,-5.231509707972252,UDS,118140,2,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
123514,primer-uds-north,30975,34.45964907916884,-5.161729716074914,UDS,118125,2,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
123562,primer-uds-north,54643,34.45976280023867,-5.128873110218832,UDS,118193,2,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
123668,primer-uds-south,18057,34.4599710569636,-5.2902568864132,UDS,118295,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
123761,primer-uds-north,12854,34.460172610215885,-5.18791352660046,UDS,118385,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
123768,primer-uds-north,9151,34.46018686955109,-5.194351381966182,UDS,118391,1,True,True,False,False,False,False,False,False,True,True,False,False,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
123822,primer-uds-north,14469,34.460281167609,-5.184988077557349,UDS,118443,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
123861,primer-uds-north,6178,34.46035697811452,-5.199940732326518,UDS,118480,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
124114,primer-uds-south,43804,34.46089582949622,-5.249118423875731,UDS,118720,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
124172,primer-uds-north,37458,34.46102987425819,-5.152949818997049,UDS,118776,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
124224,primer-uds-north,67424,34.46113288350526,-5.110671321642198,UDS,118825,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
124244,primer-uds-south,18611,34.4611662445297,-5.289354235163317,UDS,118845,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
124260,primer-uds-north,3192,34.46119334874651,-5.20546967750838,UDS,118861,1,True,True,False,False,False,False,False,False,True,True,False,False,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
124300,primer-uds-south,37554,34.4612713047896,-5.257851088545854,UDS,118899,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
124730,primer-uds-north,59029,34.462171289208946,-5.122899459139795,UDS,119308,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
124810,primer-uds-north,14039,34.46235351781497,-5.185691536883544,UDS,119387,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
125364,primer-uds-south,75067,34.46355942262339,-5.192679640289598,UDS,119916,2,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
125374,primer-uds-north,22005,34.4635920903807,-5.173932381406976,UDS,119927,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
125406,primer-uds-north,34451,34.463664283157094,-5.157204405094761,UDS,119955,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
125472,primer-uds-south,45517,34.46380436156,-5.245691607615765,UDS,120019,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
125605,primer-uds-north,66477,34.46408536059665,-5.1119449379916,UDS,120145,1,True,True,False,False,False,False,False,False,True,False,False,False,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
125755,primer-uds-north,63683,34.464448178780565,-5.115940908387774,UDS,120286,1,True,True,False,False,False,False,False,False,True,False,False,False,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
125803,primer-uds-north,22497,34.464537126906365,-5.173294662506547,UDS,120333,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
125829,primer-uds-north,23120,34.464586467878675,-5.172446069373905,UDS,120358,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
125949,primer-uds-north,35576,34.46486425271695,-5.155429234539454,UDS,120475,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
125987,primer-uds-north,8751,34.46494813769881,-5.195080976152056,UDS,120509,1,True,True,False,False,False,False,False,False,True,True,False,False,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
126074,primer-uds-north,61521,34.46514074285251,-5.119343964915518,UDS,120595,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
126093,primer-uds-south,61874,34.46516857483872,-5.2177187422708835,UDS,120613,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
126105,primer-uds-south,45915,34.46519648330443,-5.245081256339215,UDS,120623,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
126146,primer-uds-north,30914,34.46528426663,-5.161815323347929,UDS,120663,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
126147,primer-uds-south,47833,34.465285473975854,-5.241926794732001,UDS,120664,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
126372,primer-uds-north,106,34.46576761273171,-5.211986086303461,UDS,120877,1,True,True,False,False,False,False,False,False,True,True,False,False,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
126637,primer-uds-north,61563,34.46642525839693,-5.119243605619614,UDS,121131,1,True,True,False,False,False,False,False,False,True,False,False,False,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
126705,primer-uds-south,14390,34.466550496450104,-5.296397605954178,UDS,121196,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
126807,primer-uds-north,74471,34.46674884887205,-5.100877034441696,UDS,121291,1,True,True,False,True,True,False,False,False,True,True,False,True,False,1.0,False,False,spectroscopic LRD,published spectroscopic LRD list,,6.1657,list,6.1657,6.1654778,3.0
126878,primer-uds-south,41435,34.466906765296464,-5.251920309781935,UDS,121359,1,True,True,False,False,False,False,False,False,True,False,False,False,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
126912,primer-uds-north,70752,34.467008191890216,-5.106498694053376,UDS,121391,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
126946,primer-uds-north,8649,34.46707757147985,-5.195241201820467,UDS,121424,2,True,True,False,False,False,False,False,False,True,True,False,False,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
126947,primer-uds-north,9128,34.467079008481335,-5.194409122950031,UDS,121425,1,True,True,False,False,False,False,False,False,True,True,False,False,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
126989,primer-uds-south,59191,34.46714655736847,-5.222524415228635,UDS,121467,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
126991,primer-uds-south,50914,34.46714922535995,-5.236719382747237,UDS,121469,2,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
127045,primer-uds-south,76318,34.467255442682315,-5.190678289801193,UDS,121474,2,True,True,False,False,False,False,False,False,True,True,False,False,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
127049,primer-uds-south,22058,34.46727318440551,-5.283279077883085,UDS,121520,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
127124,primer-uds-south,63767,34.46744571710345,-5.213995317176712,UDS,121594,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
127137,primer-uds-south,74785,34.46747504133231,-5.19315029284355,UDS,121606,1,True,True,False,False,False,False,False,False,True,True,False,False,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
127138,primer-uds-north,51071,34.46747617708248,-5.133800201859109,UDS,121607,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
127233,primer-uds-north,53135,34.46768390922514,-5.130928844209875,UDS,121698,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
127285,primer-uds-south,46110,34.467799744402875,-5.2449068466168285,UDS,121747,1,True,True,False,False,False,False,False,False,True,True,False,False,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
127430,primer-uds-south,46443,34.46814391261889,-5.244233554603849,UDS,121886,1,True,True,False,False,False,False,False,False,True,False,False,False,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
127601,primer-uds-south,45535,34.46851203903622,-5.245658865655288,UDS,122045,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
127711,primer-uds-north,39704,34.46876658544122,-5.149849827734292,UDS,122153,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
127723,primer-uds-north,31530,34.468795534768375,-5.161077928958897,UDS,122165,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
127817,primer-uds-north,40555,34.46904450602787,-5.1487234593701094,UDS,122257,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
127903,primer-uds-south,21944,34.46921779016605,-5.28356336418331,UDS,122339,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
127926,primer-uds-south,49126,34.46928412061715,-5.239742777320214,UDS,122362,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
127940,primer-uds-north,58531,34.46931093062222,-5.123651199410517,UDS,122376,2,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
128076,primer-uds-north,60521,34.46959578974577,-5.120575878375832,UDS,122507,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
128155,primer-uds-north,59738,34.46977964643949,-5.121805443096303,UDS,122584,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
128283,primer-uds-south,50431,34.47004102798784,-5.238068116366967,UDS,122705,1,True,True,True,True,False,False,False,False,False,,,False,False,1.0,False,False,spectroscopic LRD,published spectroscopic LRD list,,6.42,list,6.42,,
128475,primer-uds-south,58098,34.47045856664108,-5.224359110860555,UDS,122888,2,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
128751,primer-uds-north,17051,34.47107840009392,-5.180817890599055,UDS,123150,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
128779,primer-uds-north,11352,34.47112739763726,-5.190443445892024,UDS,123178,1,True,True,False,False,True,True,True,True,True,True,False,True,False,1.0,False,False,spectroscopic LRD,published spectroscopic LRD list,,5.515679825,list,5.515679825,5.508411,3.0
128826,primer-uds-north,18945,34.471238878832466,-5.178227547047822,UDS,123224,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
128854,primer-uds-north,31360,34.47131041698862,-5.1612240797508315,UDS,123252,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
128862,primer-uds-north,53180,34.471328209278,-5.130824049938613,UDS,123260,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
128960,primer-uds-north,24768,34.471566067420056,-5.170361051272431,UDS,123357,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
129032,primer-uds-north,13393,34.47172869287051,-5.186817916574602,UDS,123425,2,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
129140,primer-uds-north,16393,34.4719186288388,-5.181825786410537,UDS,123530,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
129254,primer-uds-north,26373,34.472132551625606,-5.168093240621573,UDS,123636,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
129266,primer-uds-north,64465,34.47216973274668,-5.114818727485896,UDS,123649,1,True,True,False,False,False,False,False,False,True,False,False,False,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
129316,primer-uds-north,24734,34.47227787616894,-5.170272768166951,UDS,123698,1,True,True,False,False,False,False,False,False,True,False,False,False,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
129367,primer-uds-south,10293,34.47239963464858,-5.3033004269377955,UDS,123746,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
129425,primer-uds-north,36168,34.472524947776684,-5.154626441430772,UDS,123801,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
129480,primer-uds-south,16241,34.472627577379114,-5.293317062402286,UDS,123855,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
129712,primer-uds-south,17990,34.47311796181095,-5.290468907288988,UDS,124079,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
129782,primer-uds-south,62893,34.473278342338624,-5.215645543981204,UDS,124147,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
129838,primer-uds-south,13268,34.47340440098588,-5.298099497511446,UDS,124201,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
129851,primer-uds-north,36788,34.47342679000963,-5.153761239340835,UDS,124214,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
129946,primer-uds-south,12073,34.47361889773076,-5.3001456446874045,UDS,124304,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
129981,primer-uds-south,22830,34.47367208318937,-5.281917028348587,UDS,124338,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
130015,primer-uds-south,22500,34.47373035916991,-5.282548484367964,UDS,124372,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
130028,primer-uds-south,47718,34.4737609919856,-5.242245775629993,UDS,124385,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
130050,primer-uds-north,58953,34.47380554240273,-5.123045322262192,UDS,124406,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
130108,primer-uds-north,41955,34.47396363805256,-5.146857870724028,UDS,124462,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
130172,primer-uds-north,15699,34.474104761778676,-5.182996004279392,UDS,124522,1,True,True,False,False,False,False,False,False,True,False,False,False,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
130193,primer-uds-north,31873,34.47414567589678,-5.160510354835519,UDS,124542,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
130508,primer-uds-south,23466,34.47481217722389,-5.280855989943074,UDS,124838,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
130560,primer-uds-north,34822,34.47489133665231,-5.156440787562032,UDS,124888,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
130569,primer-uds-north,28444,34.47491121164105,-5.165283866551514,UDS,124897,2,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
130634,primer-uds-north,28443,34.47501950527574,-5.165338419885623,UDS,124897,2,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
130695,primer-uds-north,61643,34.475134077290384,-5.1190467344716595,UDS,125015,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
130734,primer-uds-north,44881,34.47521026943895,-5.14264902437273,UDS,125054,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
130844,primer-uds-north,41615,34.47545870486288,-5.147544325958918,UDS,125162,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
131000,primer-uds-south,43704,34.475745450689956,-5.248496230526205,UDS,125312,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
131197,primer-uds-north,7950,34.47612171105275,-5.196630278701365,UDS,125507,1,True,True,False,False,False,False,False,False,True,True,False,False,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
131206,primer-uds-north,35781,34.476134601359405,-5.155644552245427,UDS,125516,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
131333,primer-uds-north,37200,34.47639483515271,-5.1532641683943385,UDS,125638,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
131389,primer-uds-north,12976,34.47651177102336,-5.18752820612677,UDS,125693,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
131396,primer-uds-north,46327,34.476524088507894,-5.140615686687987,UDS,125700,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
131413,primer-uds-north,45938,34.47656385665388,-5.14128039021339,UDS,125713,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
131488,primer-uds-north,39000,34.4767290509719,-5.150878310172442,UDS,125797,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
131665,primer-uds-north,24745,34.47705435592878,-5.170284067783828,UDS,125952,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
131850,primer-uds-south,37896,34.477385634336486,-5.257334469079769,UDS,126126,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
131857,primer-uds-north,32459,34.47739876881274,-5.159708279566487,UDS,126043,3,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
131951,primer-uds-north,69769,34.477631072937534,-5.107487597763749,UDS,126224,1,True,True,False,False,False,False,False,False,True,False,False,False,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
131992,primer-uds-south,58165,34.47772683761194,-5.224201426241032,UDS,126265,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
132039,primer-uds-south,17896,34.477833535919416,-5.290547307026151,UDS,126310,2,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
132129,primer-uds-north,7023,34.47803031528308,-5.198319808471492,UDS,126345,2,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
132136,primer-uds-north,25917,34.478045458555165,-5.168718384991258,UDS,126402,1,True,True,False,False,False,False,True,True,,,,False,False,,False,True,"ambiguous, used in neither class","not established V-shaped, in a photometric LRD list",not established V-shaped but listed in: Kocevski et al. 2024 catalog; Perger et al. 2025 compilation,,,,,
132166,primer-uds-north,40942,34.47810482210687,-5.1482351356976785,UDS,126431,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
132203,primer-uds-south,60786,34.478187048721004,-5.219647292850969,UDS,126467,1,False,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
132232,primer-uds-south,16843,34.478242379593645,-5.292266987725368,UDS,126495,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
132236,primer-uds-south,20030,34.47825482781286,-5.286831821088496,UDS,126499,1,True,True,False,False,False,False,True,True,,,,True,False,,False,True,"ambiguous, used in neither class","not established V-shaped, in a photometric LRD list",not established V-shaped but listed in: Kocevski et al. 2024 catalog; Perger et al. 2025 compilation,,,,,
132305,primer-uds-north,41893,34.47841833948186,-5.146930088173851,UDS,126566,1,True,True,False,False,False,False,False,False,True,False,False,False,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
132360,primer-uds-north,54238,34.47850641469183,-5.129410615308466,UDS,126619,2,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
132433,primer-uds-north,36750,34.47867622099248,-5.153850223806467,UDS,126689,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
132439,primer-uds-south,36514,34.47868856133153,-5.259650718662394,UDS,126695,1,True,True,False,False,False,False,False,False,True,True,False,True,False,0.0,False,False,comparison object,not established V-shaped and in no LRD list,,,,,,
